"street_label","street_type","total_trees","total_length","n_segments","density"
"7700 CAMBIE ST","Public",4,100.137912710379,1,3.9944910890732
"7800 ADERA ST","Public",4,55.83702406326,1,7.1637055647311
"7800 CAMBIE ST","Public",4,100.598795311628,1,3.97619075617068
"7800-7900 SHAUGHNESSY ST","Public",4,64.1898989272061,1,6.23151004574124
"7900 ARGYLE ST","Public",4,99.8063884562035,1,4.00775948501058
"7900 LABURNUM ST","Public",4,129.101854262737,1,3.09832885270535
"7900 PRINCE EDWARD ST","Public",4,91.7512847517088,2,4.35961197799522
"800 VICTORIA DRIVE","Public",4,100.520514118213,2,3.97928724806953
"800 W 20TH AV","Public",4,171.684673413753,1,2.32985270057286
"800-900 W 37TH AV","Public",4,202.852008581957,1,1.97188089384084
"8100-8200 ADERA ST","Public",4,98.7974847107092,2,4.04868606899505
"8300 LAUREL ST","Public",4,80.4504435921837,2,4.97200490313844
"8800 MONTCALM ST","Public",4,136.269975117714,1,2.93534947558675
"8800 OSLER ST","Public",4,83.4303518425538,1,4.79441823228629
"900 BUTE ST","Public",4,55.0796875698053,1,7.26220531830468
"900 DAVIE ST","Public",4,49.6080580353602,1,8.06320617740939
"GRANVILLE BRIDGE","Public",4,721.353512874125,2,0.554513137956811
"0 E 42ND AV","Public",3,100.577178070927,1,2.98278402470629
"0 KEEFER PLACE","Public",3,125.922817717056,1,2.38241174585285
"0 N RENFREW ST","Public",3,100.740104211488,1,2.97795999267776
"0 W 40TH AV","Public",3,179.034321508199,2,1.67565636282907
"100 E 53RD AV","Public",3,110.587795783215,2,2.71277673883735
"100 KEEFER ST","Public",3,185.064791508574,2,1.62105388904351
"100 TERMINAL AV","Public",3,126.218493131368,1,2.37683078412099
"100 W 11TH AV","Public",3,190.473681007435,1,1.57502075044315
"100 W 49TH AV","Public",3,169.922903048081,1,1.76550655984916
"1000 BEACH AV","Public",3,106.113117840323,1,2.82717166459509
"1000 E 58TH AV","Public",3,171.359665254684,1,1.75070370004589
"1000 MARINASIDE CRESCENT","Public",3,125.010588506028,1,2.39979671790389
"1000 SE MARINE DRIVE","Public",3,125.731255540892,1,2.38604155115932
"1000 UNION ST","Public",3,50.7061372461275,1,5.91644357652015
"1000-1100 BUTE ST","Public",3,109.873359803994,2,2.73041618582684
"1000-1100 RICHELIEU AV","Public",3,119.889372281317,1,2.50230687083804
"1000-1100 W 55TH AV","Public",3,253.373437482773,2,1.18402308853073
"1100 BUTE ST","Public",3,54.9038509130163,1,5.46409759991676
"1100 MCLEAN DRIVE","Public",3,100.239755362377,1,2.9928245426724
"1100 PENDRELL ST","Public",3,221.029754747403,1,1.35728332297543
"1100 W 11TH AV","Public",3,172.062809524417,1,1.74354935171175
"1100 W 33RD AV","Lane",3,158.419684162218,1,1.8937040657953
"1100 W 43RD AV","Public",3,54.6992942099443,1,5.48453146120229
"1100-1300 MAIN ST","Public",3,238.865773090941,1,1.25593548258496
"1200 COMOX ST","Public",3,160.629582822302,1,1.86765099385135
"1200 W 54TH AV","Public",3,129.736269505518,1,2.31238343096677
"1200-1300 BROUGHTON ST","Public",3,109.898397719539,2,2.72979412098072
"1300 CARDERO ST","Public",3,109.822225571027,2,2.73168749258297
"1300 JERVIS ST","Public",3,55.8800475388616,1,5.36864253365865
"1300 NICOLA ST","Public",3,54.8622336928079,1,5.46824253784126
"1300 PARKER ST","Public",3,101.316456360951,2,2.96101947082728
"1300 RUPERT ST","Public",3,108.635126928629,1,2.7615377132766
"1400 BALSAM ST","Public",3,27.9251480919276,1,10.7430048002761
"1400 W 37TH AV","Public",3,54.4094363151171,1,5.51374945813669
"1400 YEW ST","Public",3,61.6392709698118,1,4.86702706375172
"1500 E 57TH AV","Public",3,107.00506477016,1,2.80360561104636
"1500 MATTHEWS AV","Public",3,253.705565428659,1,1.18247307461751
"1500 PENDRELL ST","Public",3,120.563555897625,1,2.48831413246256
"1500 W 62ND AV","Public",3,179.834190669586,1,1.66820335378381
"1500 W 6TH AV","Public",3,37.4200535732272,1,8.01709167553517
"1600 COMOX ST","Public",3,160.623811528463,1,1.86771809948514
"1700 E 45TH AV","Public",3,82.6395878246936,1,3.63022139747842
"1700 PENDRELL ST","Public",3,160.649178349665,1,1.86742318312408
"1700 W 49TH AV","Public",3,115.469497278552,1,2.59808873399958
"1800 HIGHBURY ST","Public",3,99.307665086657,2,3.02091484819643
"1800 MUSQUEAMVIEW ST","Public",3,99.3536456371681,2,3.01951677843385
"1800 OGDEN AV","Public",3,105.262958772394,1,2.85000539124763
"1800 RENFREW ST","Public",3,101.764630564884,1,2.94797906045288
"1800 TEMPLETON DRIVE","Public",3,50.1911698874711,1,5.9771469896518
"1800 W 29TH AV","Public",3,158.998950618983,3,1.8868049055173
"1800 W 47TH AV","Public",3,57.4247270008315,1,5.22423032147207
"1800 W 58TH AV","Public",3,90.1379268445065,1,3.32823274843584
"1800-1900 DRUMMOND DRIVE","Public",3,144.001352460682,1,2.08331376666696
"1900 W 39TH AV","Public",3,100.264714912561,2,2.99207951931669
"1900 W 54TH AV","Public",3,105.146153676746,2,2.85317141435625
"200 DUNSMUIR ST","Public",3,99.2486532018819,1,3.0227110426352
"200 E 15TH AV","Public",3,160.128470870034,1,1.87349568986699
"200-300 E 59TH AV","Public",3,253.152408292538,2,1.18505686761363
"200-300 MIDLOTHIAN AV","Public",3,80.77269583353,1,3.71412637530745
"200-300 W KING EDWARD AV","Public",3,155.690420401076,1,1.9269008281124
"2000 BAUER ST","Public",3,73.5786188293451,1,4.07727142440396
"2000 JEPSON-YOUNG LANE","Lane",3,137.660877916358,1,2.17926839157803
"2000 KASLO ST","Public",3,51.0460550460414,1,5.87704573310146
"2000 W KING EDWARD AV","Public",3,47.8238520658901,1,6.27302040803133
"2000 WHYTE AV","Public",3,127.716057167291,1,2.34896070747816
"2100 GARDEN DRIVE","Public",3,100.483137641194,2,2.98557556066017
"2100 KASLO ST","Public",3,50.3684719466093,1,5.95610683441024
"2100 W 41ST AV","Public",3,55.8103343719462,1,5.37534855105256
"2100 W 59TH AV","Public",3,128.601423671724,1,2.33278910477538
"2200 ARBUTUS ST","Public",3,93.2584803015479,1,3.2168656301278
"2200 DUNBAR ST","Public",3,93.263414456511,1,3.21669543998832
"2200 STEPHENS ST","Public",3,93.2156262826373,1,3.2183445197308
"2200 W 18TH AV","Public",3,172.007087763198,1,1.74411417518451
"2300 CORNWALL AV","Public",3,172.049558869427,1,1.74368363378181
"2400 HEATHER ST","Public",3,48.0030949079633,1,6.24959704317383
"2400 KEITH DRIVE","Public",3,50.3026542487728,1,5.96390000647568
"2400-2500 E 46TH AV","Public",3,189.392091797723,1,1.58401545255865
"2400-2600 W 23RD AV","Public",3,327.037835441031,1,0.917325053828807
"2500 GRANVILLE ST","Public",3,107.344821880304,1,2.79473191855046
"2500 GUELPH ST","Public",3,49.5684898956161,1,6.05223198511303
"2500 HIGHBURY ST","Public",3,98.6249917861225,2,3.0418253483922
"2500 PRINCE EDWARD ST","Public",3,67.7271971240313,1,4.42953514598572
"2500 QUEBEC ST","Public",3,53.3384013328979,1,5.62446553520844
"2500 ST. GEORGE ST","Public",3,50.2762925415993,1,5.96702709834413
"2600 ALDER ST","Public",3,51.1686245590106,1,5.86296783596407
"2600 CROWN ST","Public",3,52.4327965359464,1,5.72160975229176
"2600 E 7TH AV","Public",3,190.480931366404,1,1.57496079973973
"2600 HOYLAKE AV","Public",3,49.5795287184271,1,6.05088446289527
"2600 W 39TH AV","Public",3,62.4958341033188,1,4.80031996219198
"2600 W 7TH AV","Public",3,133.714570101729,1,2.24358497186777
"2600-2700 LARCH ST","Public",3,206.849448486199,1,1.45033019036556
"2600-2700 SW MARINE DRIVE","Public",3,234.477845897761,1,1.27943857063071
"2700 BALACLAVA ST","Public",3,50.2749948036547,1,5.96718112396885
"2700 E 52ND AV","Public",3,149.755620111465,2,2.00326371575709
"2700 ROSEMONT DRIVE","Public",3,91.928084330511,1,3.26342055515269
"2700 W 1ST AV","Public",3,141.51538263407,2,2.11991088471095
"2800 E 14TH AV","Public",3,55.1843822643457,1,5.4363207068792
"2900 E 1ST AV","Public",3,198.296354317347,2,1.51288711803491
"2900 E 22ND AV","Public",3,188.58843534167,1,1.59076562386492
"2900 LILLOOET ST","Public",3,48.2930715227009,1,6.21207122555832
"2900 ST. GEORGE ST","Public",3,118.333814018075,1,2.53520096930346
"2900 SW MARINE DRIVE","Public",3,19.8588706144762,1,15.1065992535
"300 E 30TH AV","Public",3,45.5978416862202,1,6.57925877422968
"300 W 39TH AV","Public",3,52.4342972330849,1,5.72144599681421
"3000 KINGS AV","Public",3,80.5011531987461,1,3.72665468852778
"3000 LILLOOET ST","Public",3,90.0720804671472,2,3.33066582279535
"3000-3100 W 43RD AV","Public",3,199.866308906992,1,1.50100335389495
"3100 COURTENAY ST","Public",3,110.566772213982,2,2.71329255609819
"3100 E 1ST AV","Public",3,183.361719010813,1,1.63611031581957
"3100 INVERNESS ST","Public",3,54.1049808661201,1,5.54477601133127
"3100 ST. GEORGE ST","Public",3,93.7481468040323,2,3.20006325700613
"3200 E 47TH AV","Public",3,52.4282606992214,1,5.72210475798704
"3200 W 1ST AV","Public",3,140.552383767181,1,2.13443551762834
"3300 VALLEY DRIVE","Public",3,149.340641069353,2,2.00883026784839
"3400 E 29TH AV","Public",3,90.5364943671143,2,3.31358091670235
"3400 E 2ND AV","Public",3,182.471968157653,1,1.64408814695748
"3400 ROSEMONT DRIVE","Public",3,261.396526141864,1,1.1476816636698
"3400 W 16TH AV","Public",3,73.7696648771785,1,4.0667122522446
"3400-3500 QUESNEL DRIVE","Public",3,96.6276439851023,1,3.10470159084343
"3500 MACDONALD ST","Public",3,50.2898377580997,1,5.96541992127787
"3500 MOSCROP ST","Public",3,50.750325220707,1,5.91129216798782
"3500 NORMANDY DRIVE","Public",3,112.629875639853,1,2.66359168289668
"3600 ETON ST","Public",3,161.329743487464,1,1.85954550918449
"3600 W 27TH AV","Public",3,52.5907292356516,2,5.70442746012786
"3600-3700 W 23RD AV","Public",3,161.034627620927,1,1.86295335625699
"3700 DUNBAR ST","Public",3,100.648384202917,1,2.98067378205665
"3700 W 39TH AV","Public",3,101.562464199049,1,2.95384719508223
"3700-3800 LANARK ST","Public",3,140.241267577125,2,2.13917062490195
"3800 CASSIAR ST","Public",3,49.4493002100104,1,6.06681992921851
"3800 ONTARIO ST","Public",3,58.3432370938241,1,5.14198414321026
"3800 W 17TH AV","Public",3,200.822945258535,1,1.49385320294843
"3800 W 23RD AV","Public",3,200.632150213742,1,1.49527381170165
"3800 W 39TH AV","Public",3,101.627489059532,1,2.95195721921521
"3900-4000 ARBUTUS ST","Public",3,140.659414394324,1,2.1328113819597
"400 W 48TH AV","Public",3,132.955765257646,2,2.25638955496702
"4000 FRASER ST","Public",3,61.7801331678545,1,4.85592996675663
"4000 NOOTKA ST","Public",3,98.5417924388458,1,3.04439357733601
"4000 W 30TH AV","Public",3,229.537024233581,1,1.30697869331404
"4100 W 12TH AV","Public",3,220.515029799369,1,1.36045148610935
"4100 W 16TH AV","Public",3,220.696660748577,1,1.35933184934668
"4100-4200 CYPRESS ST","Public",3,153.651753771008,1,1.9524671384298
"4200 CARNARVON ST","Public",3,52.6327075532481,1,5.69987777460417
"4300 CARNARVON ST","Public",3,52.7857663152102,1,5.68335028440337
"4300 MILLER ST","Public",3,50.8243066010497,1,5.90268751435959
"4300 WILLOW ST","Public",3,102.4393985774,2,2.92856073118518
"4400 RUPERT ST","Public",3,91.9700510640874,1,3.26193142799227
"4400 W 10TH AV","Public",3,220.555478992975,1,1.3602019835089
"4400 W 2ND AV","Public",3,220.544659076452,1,1.36026871499076
"4400-4500 COMMERCIAL ST","Public",3,116.188156807872,1,2.58201875511354
"4500 SELKIRK ST","Public",3,118.978427893312,2,2.52146549010557
"4500 W 7TH AV","Public",3,220.483736665736,2,1.36064457422914
"4600 WALDEN ST","Public",3,63.3818191610984,1,4.73321851550972
"4700-4800 BELMONT AV","Public",3,772.773427563628,2,0.388212106290752
"4700-4800 NARVAEZ DRIVE","Public",3,320.041217233672,2,0.937379261937256
"4900 PINE CRESCENT","Public",3,132.491102939962,1,2.26430298595933
"4900 PRINCE EDWARD ST","Public",3,45.2320180920935,1,6.6324699328956
"500 DUNSMUIR ST","Public",3,49.5770333078331,1,6.05118902813817
"500 N SLOCAN ST","Public",3,56.2543611498805,1,5.33291986377197
"500 W 17TH AV","Public",3,65.75120753061,1,4.56265384723676
"500 W 20TH AV","Public",3,161.457156435456,1,1.85807805998323
"500 W 61ST AV","Public",3,229.74985317096,2,1.30576797268622
"500 W KING EDWARD AV","Public",3,140.176928740844,1,2.14015246799017
"500-600 E 57TH AV","Public",3,275.733081800047,2,1.08800872946232
"500-600 E 62ND AV","Public",3,165.882912383742,1,1.8085045390691
"5100 CROWN ST","Public",3,52.3562000790571,1,5.72998039481483
"5200 CYPRESS ST","Public",3,99.4972069404041,2,3.0151600152926
"5300 ALBERTA ST","Public",3,91.9406236989549,2,3.26297547189045
"5300 MACKENZIE ST","Public",3,105.562150460696,2,2.84192770506034
"5300 QUEBEC ST","Public",3,100.699251668648,2,2.97916811722844
"5300 WINDSOR ST","Public",3,95.9185924912039,2,3.12765223309038
"5300-5400 LABURNUM ST","Public",3,155.732567270705,1,1.92637933900184
"5400 CAMBIE ST","Public",3,102.461772080534,1,2.92792125207637
"5400 CONNAUGHT DRIVE","Public",3,38.0519274057325,1,7.88396332204726
"5500 QUEBEC ST","Public",3,101.353850714326,2,2.95992700707122
"5500 ROSS ST","Public",3,98.6894823463178,2,3.0398376085027
"5500-5600 OLYMPIC ST","Public",3,187.091257889828,1,1.60349555283155
"5500-5600 WALLACE ST","Public",3,187.977655809392,1,1.59593436096574
"5700 ALBERTA ST","Public",3,50.2838162518408,1,5.96613428259868
"5700 COLUMBIA ST","Public",3,50.0365994935393,1,5.99561127327879
"5700 MANITOBA ST","Public",3,50.3881258312218,1,5.95378365539669
"5800 CARNARVON ST","Public",3,108.309663185435,2,2.7698359608632
"5800 COLUMBIA ST","Public",3,99.164921656535,2,3.02526331880816
"5800 STIRLING ST","Public",3,49.0709387504858,1,6.1135981425876
"5900 LATTA ST","Public",3,32.6645006677594,1,9.18428244323682
"600 BROUGHTON ST","Public",3,60.1882114431171,1,4.98436475859604
"600 CARRALL ST","Public",3,186.724119302717,1,1.6066483597314
"600 E PENDER ST","Public",3,141.32979632083,1,2.12269463205747
"600 LAKEWOOD DRIVE","Public",3,89.4398291882678,1,3.35421034144095
"600 VICTORIA DRIVE","Public",3,73.4152367060223,2,4.08634519835841
"6000 ST. GEORGE ST","Public",3,50.3215506680276,1,5.96166048179054
"6100 ALBERTA ST","Public",3,113.102933149511,2,2.65245110490132
"6100 CAMBIE ST","Public",3,111.694577442831,1,2.68589583190418
"6100 NANAIMO ST","Public",3,100.781691664834,1,2.97673114078793
"6100-6300 ALMA ST","Public",3,228.843219101101,1,1.3109411813835
"6200 NANAIMO ST","Public",3,53.6773377609626,1,5.5889508033347
"6200 RALEIGH ST","Public",3,49.3144724109135,1,6.08340686482958
"6300 BOUNDARY ROAD","Public",3,128.548933231484,1,2.33374165353653
"6300 DOMAN ST","Public",3,41.4193165357921,1,7.24299735223196
"6300 FRONTENAC ST","Public",3,65.6217689850282,1,4.57165365457377
"6400 QUEBEC ST","Public",3,110.818996775645,1,2.70711708938637
"6500 CYPRESS ST","Public",3,147.769621072492,1,2.0301872456777
"6700 MARINE CRESCENT","Public",3,126.8062505323,1,2.36581397794412
"6700-6800 ARGYLE ST","Public",3,177.496168900201,1,1.69017732528457
"6700-6800 FLEMING ST","Public",3,177.627537182932,1,1.68892731812771
"6800 GLADSTONE ST","Public",3,106.965330245167,1,2.80464706940457
"6900 BEECHWOOD ST","Public",3,49.67414717309,1,6.03935884303453
"6900 GLADSTONE ST","Public",3,107.191014019994,1,2.79874206567392
"700 E 56TH AV","Public",3,178.880417572628,1,1.67709805282736
"700 W 60TH AV","Public",3,281.907069372856,2,1.06418047857897
"700 W 69TH AV","Public",3,183.783451719856,1,1.63235589054718
"7000-7100 VICTORIA DRIVE","Public",3,105.841265973092,1,2.83443321696726
"7300 CAMBIE ST","Public",3,135.989288907875,1,2.20605609757422
"7300 ONTARIO ST","Public",3,93.7509822284338,1,3.19996647362072
"7400 HUDSON ST","Public",3,54.7807137771416,1,5.4763799029793
"7600 HEATHER ST","Public",3,59.2953496241335,1,5.05941868800278
"7900 CAMBIE ST","Public",3,100.66612697136,1,2.98014842753761
"800 DAVIE ST","Public",3,99.1822242565284,2,3.02473555366201
"800 SW MARINE DRIVE","Public",3,34.1134525996959,1,8.7941846145082
"800 VERNON DRIVE","Public",3,58.8482730283576,1,5.09785563045218
"800-900 E 57TH AV","Public",3,171.159837285806,1,1.75274763494344
"800-900 E 61ST AV","Public",3,113.402355830563,2,2.64544768759687
"8000 CAMBIE ST","Public",3,99.894178295922,2,3.00317801415107
"8100 CROMPTON ST","Public",3,110.472031062203,1,2.71561948409439
"8600 LAUREL ST","Lane",3,206.056913299682,1,1.45590844391467
"8700 OAK ST","Public",3,141.551759499912,1,2.11936609661278
"8800 SELKIRK ST","Public",3,156.376973104265,1,1.91844102136427
"900 BROUGHTON ST","Public",3,54.90004154258,1,5.46447673937227
"900 E 41ST AV","Public",3,153.847294104298,1,1.94998554733515
"900 GREAT NORTHERN WAY","Public",3,151.28985168186,1,1.9829486027315
"900 W 57TH AV","Public",3,177.033297582281,1,1.69459646347359
"LARCH ST","Public",3,455.700674902309,1,0.658326872270515
"0 RENFREW ST","Public",2,100.522061766007,1,1.98961299128102
"0 W 42ND AV","Public",2,133.337879887058,1,1.49994885301467
"0-100 E 60TH AV","Public",2,265.235944820197,2,0.754045610731909
"100 E 39TH AV","Public",2,99.2965014566653,1,2.01416965417743
"100 E 4TH AV","Public",2,58.1910878242848,1,3.43695241793597
"1000 BIDWELL ST","Public",2,54.9167852745788,1,3.64187377320101
"1000 E 13TH AV","Public",2,140.496286437852,1,1.4235251697451
"1000 E 18TH AV","Public",2,140.375786037766,1,1.42474714226136
"1000 E 50TH AV","Public",2,175.961101918587,1,1.1366148416855
"1000 E 61ST AV","Public",2,135.452880380273,1,1.47652821732928
"1000 HARO ST","Public",2,122.019264117099,1,1.63908544644282
"1000 JERVIS ST","Public",2,54.9137939603907,1,3.64207215666541
"1000 MCLEAN DRIVE","Public",2,100.971970370485,1,1.9807477190567
"1000 NANTON AV","Public",2,49.5824777642667,1,4.03368304728282
"1000 W KING EDWARD AV","Public",2,106.348539555896,1,1.88060880605587
"1000-1100 W 47TH AV","Public",2,58.5666989199193,1,3.4149099008204
"1100 DEVONSHIRE CRESCENT","Public",2,124.749200094218,1,1.60321669276395
"1100 NICOLA ST","Public",2,54.9138962516714,1,3.64206537236761
"1100 ROSSLAND ST","Public",2,129.876705760627,1,1.53992202703859
"1100 SE MARINE DRIVE","Public",2,58.5350043572301,1,3.4167589495583
"1200 CHESTNUT ST","Public",2,49.0709477265026,1,4.07573134952889
"1200 E 20TH AV","Public",2,139.697068544641,2,1.431669268966
"1200 E 29TH AV","Public",2,93.6810999468748,2,2.13490234544019
"1200 HARO ST","Public",2,160.669110081093,1,1.24479434720872
"1200 NICOLA ST","Public",2,109.852365261881,2,1.82062534132254
"1300 E 61ST AV","Public",2,220.66890954735,1,0.906335198783794
"1300 W 50TH AV","Public",2,172.255328443209,1,1.16106713102891
"1300 W 51ST AV","Public",2,172.56747148016,1,1.15896697265449
"1300-1400 MAPLE ST","Public",2,221.191239035367,1,0.904194944032216
"1400 COMOX ST","Public",2,120.500722412126,1,1.65974108699513
"1400 E 1ST AV","Lane",2,140.242479280106,1,1.42610142823088
"1400 E 54TH AV","Public",2,49.9839467785069,1,4.00128467018135
"1400 RUPERT ST","Lane",2,51.789775102301,1,3.86176614215716
"1400 STOVOLD LANE","Lane",2,120.362307885588,1,1.66164975990751
"1400 W 13TH AV","Public",2,51.6898963945562,1,3.86922810743075
"1400 W 57TH AV","Public",2,51.6532871452301,1,3.87197042150819
"1400 W 8TH AV","Lane",2,126.957918643931,1,1.57532513242379
"1400 W GEORGIA ST","Public",2,120.297342133554,1,1.66254712242902
"1500 BALFOUR AV","Public",2,120.677190460033,1,1.65731402295314
"1500 BALSAM ST","Public",2,49.1278111021296,1,4.07101386186796
"1500 E 20TH AV","Public",2,75.3205112914492,1,2.65531920284117
"1500 E 49TH AV","Public",2,100.461542522041,1,1.99081155812554
"1500 GRAVELEY ST","Public",2,140.39646928301,1,1.42453724813294
"1500 HOWE ST","Public",2,85.7480527485796,1,2.33241448160248
"1500 KITCHENER ST","Public",2,140.349597420204,1,1.42501299381147
"1500 SASAMAT ST","Public",2,43.5951442202415,1,4.58766689679028
"1500 W 29TH AV","Public",2,120.439615178151,2,1.66058318688718
"1500 W 66TH AV","Public",2,183.902145556306,1,1.08753489196658
"1500-1600 W 75TH AV","Public",2,286.140007630107,1,0.698958533119702
"1600 BEACH AV","Public",2,173.447467200703,1,1.15308688692797
"1600 E 55TH AV","Public",2,103.029078332235,1,1.94119954519117
"1600 HARO ST","Public",2,73.8518981362447,1,2.70812267588617
"1600 NAPIER ST","Public",2,44.7168975001622,1,4.47258220450724
"1600 SASAMAT ST","Public",2,87.3365850682384,1,2.28999107125307
"1600 TOLMIE ST","Public",2,42.5713085666753,1,4.69799982038982
"1600-1700 DRUMMOND DRIVE","Public",2,312.912765502999,1,0.639155771348942
"1700 BARCLAY ST","Public",2,160.580691133382,1,1.24547975593078
"1700 DAVIE ST","Public",2,160.630143031711,1,1.24509632018766
"1700 HARO ST","Public",2,160.579977469396,1,1.24548529120398
"1700 HIGHBURY ST","Public",2,51.8076375188782,1,3.86043466906056
"1700 NELSON ST","Public",2,105.357396707763,1,1.89830051092429
"1700 W BROADWAY","Public",2,172.029749444213,1,1.16258961398335
"1800 CORNWALL AV","Public",2,87.1273141779427,1,2.29549139540253
"1800 CREELMAN AV","Public",2,104.070692620099,2,1.92177062499317
"1800 FRANCES ST","Lane",2,196.639761042989,1,1.01708829861869
"1800 PRESTWICK DRIVE","Lane",2,130.075645675049,1,1.53756684398579
"1800 W 34TH AV","Public",2,49.344644986295,1,4.05312471202393
"1800 W 64TH AV","Public",2,141.682452506458,2,1.41160741123453
"1900 BLENHEIM ST","Public",2,49.632824817806,1,4.02959131853098
"1900 E 49TH AV","Public",2,47.9726238822097,1,4.16904442189931
"1900 E 61ST AV","Public",2,130.014006020417,1,1.53829580459657
"1900 E 6TH AV","Lane",2,140.298573475233,1,1.42553124415984
"1900 NANAIMO ST","Public",2,50.3103105149077,1,3.97532827671053
"1900 W 19TH AV","Public",2,174.653795026276,1,1.14512255499464
"1900 W GEORGIA ST","Public",2,140.417390551072,1,1.42432500144815
"1900 W KING EDWARD AV","Public",2,191.550651141222,1,1.04411025913219
"1900-2000 W 61ST AV","Public",2,53.2172921986632,1,3.75817693341834
"200 E 65TH AV","Public",2,88.0903232501272,1,2.27039693601886
"200 E BROADWAY","Public",2,52.0458320126846,1,3.84276688959946
"200 NANAIMO ST","Public",2,50.1846244397435,1,3.98528438207482
"200 UNION ST","Public",2,152.063559441666,1,1.31523950073471
"200 W 13TH AV","Public",2,108.332834081318,1,1.84616235415639
"2000 BARCLAY ST","Public",2,135.208933254501,1,1.47919220413894
"2000 E 8TH AV","Public",2,140.391789058945,1,1.42458473775862
"2000 E PENDER ST","Public",2,140.25832091381,1,1.42594035560215
"2000 HARO ST","Public",2,82.0640176070384,1,2.43712172316124
"2000 VICTORIA DRIVE","Public",2,50.4324658300251,1,3.96569941025825
"2000 W 18TH AV","Public",2,118.762996153617,2,1.68402622430732
"2000 W 44TH AV","Public",2,52.5247386302642,1,3.80772956164245
"2000 W 6TH AV","Public",2,174.10056086206,1,1.14876137681406
"2000 W 8TH AV","Public",2,174.100176191074,1,1.1487639149802
"2000-2200 QUALICUM DRIVE","Public",2,343.247472506793,1,0.5826699859998
"2000-2200 SCARBORO AV","Public",2,338.769447278132,1,0.590372011428169
"2100 E 20TH AV","Public",2,89.4858184942325,1,2.23499101159689
"2100 ETON ST","Public",2,56.4530230411652,1,3.54276864596182
"2100 PENTICTON ST","Public",2,105.499208420129,2,1.89574882120007
"2100 W 46TH AV","Public",2,50.1407797755713,1,3.9887692392339
"2100 W 49TH AV","Public",2,174.462136632832,2,1.14638054915557
"2100 W 57TH AV","Public",2,70.7335277442451,1,2.82751343497458
"2200 CAMBRIDGE ST","Public",2,139.93296056438,1,1.4292558321739
"2200 E 19TH AV","Public",2,88.2670168712796,2,2.26585203725262
"2200 E 38TH AV","Public",2,49.5352839071352,1,4.0375260667718
"2200 E 47TH AV","Public",2,182.993170556325,1,1.0929369625761
"2200 E 52ND AV","Public",2,183.833007893202,2,1.0879439024149
"2200 E 6TH AV","Public",2,140.302972283597,1,1.42548655060376
"2200 SLOCAN ST","Public",2,50.2715506770219,1,3.97839329216108
"2200 W 1ST AV","Public",2,171.974373981593,1,1.16296396590696
"2200 W 43RD AV","Public",2,102.310455215782,2,1.95483442604357
"2200-2300 BROCK ST","Public",2,44.4385726910456,1,4.50059459358604
"2300 E GEORGIA ST","Lane",2,94.4077603428353,1,2.11846991469466
"2300 FERNDALE ST","Public",2,93.9519643538579,1,2.12874740166928
"2300 LARCH ST","Public",2,93.2310550624796,1,2.14520794456277
"2300 VENABLES ST","Public",2,96.6411969897607,2,2.06951079073648
"2300 W 13TH AV","Public",2,171.90606326801,1,1.1634260956124
"2300 W 43RD AV","Public",2,51.1136506821059,1,3.91284905951781
"2300-2600 OLIVER CRESCENT","Public",2,283.376887655945,1,0.705773860579714
"2400 BONACCORD DRIVE","Public",2,35.7854101575858,1,5.5888698528052
"2400 E 1ST AV","Public",2,43.3373100371527,1,4.61496109999771
"2400 W 45TH AV","Lane",2,102.580095694835,2,1.94969597800902
"2400-2600 W 22ND AV","Public",2,276.793492283705,1,0.72256034038187
"2400-2800 E KENT AV SOUTH","Public",2,447.33379202713,1,0.447093431269039
"2500 CARNARVON ST","Public",2,49.1337731223828,1,4.07051987442198
"2500 CAROLINA ST","Public",2,50.273169235697,1,3.97826520668182
"2500 E 1ST AV","Public",2,189.204318587629,2,1.05705832452958
"2500 E GEORGIA ST","Public",2,190.515658516451,1,1.04978247750029
"2500-2600 MCBAIN AV","Public",2,111.260944776566,1,1.79757596344018
"2500-2600 W 34TH AV","Public",2,227.484175746973,1,0.879182032522811
"2500-2600 W 35TH AV","Public",2,227.565602030668,1,0.878867448398669
"2500-2700 LILLOOET ST","Public",2,218.841198862395,1,0.913904699113615
"2600 E 21ST AV","Public",2,146.31103288633,1,1.36695091309608
"2600 KITCHENER ST","Public",2,190.546822002198,1,1.04961078803872
"2600 MANITOBA ST","Public",2,38.0789668812136,1,5.25224333485451
"2600 ONTARIO ST","Public",2,53.2135210460746,1,3.75844326908628
"2600 SW MARINE DRIVE","Lane",2,169.746747119092,1,1.17822581813413
"2600 TRAFALGAR ST","Public",2,91.5159024772159,2,2.18541253035004
"2600 W 43RD AV","Public",2,112.005178137933,2,1.78563172993397
"2600 W 45TH AV","Public",2,57.121674209243,1,3.50129793583041
"2700 COLUMBIA ST","Public",2,51.173155261251,1,3.90829916543065
"2700 E 1ST AV","Public",2,182.925924236088,1,1.09333874263702
"2700 E 29TH AV","Public",2,173.668631049315,2,1.15161845171226
"2700 YALE ST","Public",2,190.607302790744,1,1.04927774052586
"2800 E 18TH AV","Public",2,54.9927236130395,1,3.63684478345381
"2800 MCGILL ST","Lane",2,189.727252619974,1,1.05414481703692
"2800 NANAIMO ST","Public",2,76.034119606449,1,2.63039805070666
"2800 ROSEMONT DRIVE","Public",2,154.750374462178,1,1.29240398089558
